id,group,type,level,description,sourcefile
51004,"syslog,sshd,dropbear",rule,10,dropbear brute force attempt.,dropbear_rules.xml
51005,"syslog,sshd,dropbear",rule,0,User disconnected.,dropbear_rules.xml
51006,"syslog,sshd,dropbear",rule,2,Client exited before authentication.,dropbear_rules.xml
51007,"syslog,sshd,dropbear",rule,10,dropbear brute force attempt.,dropbear_rules.xml
51008,"syslog,sshd,dropbear",rule,1,Incompatible remote version.,dropbear_rules.xml
51009,"syslog,sshd,dropbear",rule,0,User successfully logged in using a password.,dropbear_rules.xml
51010,"syslog,sshd,dropbear",rule,0,User successfully logged in using a public key.,dropbear_rules.xml
51011,"syslog,sshd,dropbear",rule,1,Dropbear cannot listen on port.,dropbear_rules.xml
51093,"syslog,sshd,dropbear",rule,5,Bad password attempt for non existent user.,dropbear_rules.xml
51500,various,rule,0,Grouping of bsd_kernel alerts,openbsd_rules.xml
51501,various,rule,1,A timeout occurred waiting for a transfer.,openbsd_rules.xml
51502,various,rule,0,Check media in optical drive.,openbsd_rules.xml
51503,various,rule,1,A disk has timed out.,openbsd_rules.xml
51504,various,rule,1,arp info has been overwritten for a host,openbsd_rules.xml
51505,various,rule,5,"A filesystem was not properly unmounted, likely system crash",openbsd_rules.xml
51506,various,rule,1,"UKC was used, possibly modifying a kernel at boot time.",openbsd_rules.xml
51507,various,rule,1,Michael MIC failure: Checksum failure in the tkip protocol.,openbsd_rules.xml
51508,various,rule,2,System.Object[],openbsd_rules.xml
51509,various,rule,1,Unknown acpithinkpad event,openbsd_rules.xml
51510,various,rule,5,System shutdown due to temperature,openbsd_rules.xml
51511,various,rule,1,Unknown ACPI event (bug 6299 in OpenBSD bug tracking system).,openbsd_rules.xml
51512,various,rule,1,USB diagnostic message.,openbsd_rules.xml
51513,various,rule,1,Possible APM or ACPI event.,openbsd_rules.xml
51514,various,rule,3,"Unclean filesystem, run fsck.",openbsd_rules.xml
51515,various,rule,0,Timeout in atascsi_passthru_done.,openbsd_rules.xml
51516,various,rule,0,Clock battery error 80,openbsd_rules.xml
51518,various,rule,3,I/O error on a storage device,openbsd_rules.xml
51519,various,rule,1,kbc error.,openbsd_rules.xml
51520,various,rule,1,"USB reset failed, IOERROR.",openbsd_rules.xml
51521,various,rule,0,Grouping for groupdel rules.,openbsd_rules.xml
51522,various,rule,2,Group deleted.,openbsd_rules.xml
51523,various,rule,0,No core dumps.,openbsd_rules.xml
51524,various,rule,4,System was rebooted.,openbsd_rules.xml
51525,various,rule,0,ftp-proxy cannot connect to a server.,openbsd_rules.xml
51526,various,rule,0,Hard drive is dying.,openbsd_rules.xml
51527,various,rule,0,CARP master to backup.,openbsd_rules.xml
51528,various,rule,0,Duplicate IPv6 address.,openbsd_rules.xml
51529,various,rule,0,Could not load a firmware.,openbsd_rules.xml
51530,various,rule,0,hotplugd could not open a file.,openbsd_rules.xml
51531,various,rule,3,User account deleted.,openbsd_rules.xml
51532,various,rule,0,Bad ntp peer.,openbsd_rules.xml
51533,various,rule,1,dhclient receive_packet failed.,openbsd_rules.xml
51534,various,rule,1,dhclient receive_packet failed due to I/O error.,openbsd_rules.xml
51535,various,rule,1,SIOCDIFADDR failed,openbsd_rules.xml
51536,various,rule,1,dhclient: device not configured.,openbsd_rules.xml
51550,various,rule,0,doas grouping,openbsd_rules.xml
51551,various,rule,1,doas cannot stat a file.,openbsd_rules.xml
51552,various,rule,2,doas cannot stat a file due to permissions.,openbsd_rules.xml
51553,various,rule,5,A critical path for doas does not have secure permissions.,openbsd_rules.xml
51554,various,rule,5,Failed doas command.,openbsd_rules.xml
51555,various,rule,1,A command was run using doas.,openbsd_rules.xml
51556,various,rule,2,A doas command was run as root.,openbsd_rules.xml
51557,various,rule,5,doas authentication failed.,openbsd_rules.xml
51558,various,rule,4,sendsyslog dropped log messages.,openbsd_rules.xml
51559,various,rule,1,ntpd peer connection refused.,openbsd_rules.xml
51560,various,rule,3,ntpd peer connection refused.,openbsd_rules.xml
52000,"local,syslog,apparmor",rule,3,Apparmor grouping,apparmor_rules.xml
52001,"local,syslog,apparmor",rule,0,Ignore ALLOWED or STATUS,apparmor_rules.xml
52002,"local,syslog,apparmor",rule,3,Apparmor DENIED,apparmor_rules.xml
52003,"local,syslog,apparmor",rule,5,Apparmor DENIED exec operation.,apparmor_rules.xml
52004,"local,syslog,apparmor",rule,4,Apparmor DENIED mknod operation.,apparmor_rules.xml
52500,"clamd,freshclam",rule,0,Grouping of the clamd rules.,clam_av_rules.xml
52501,"clamd,freshclam",rule,0,ClamAV database update,clam_av_rules.xml
52502,"clamd,freshclam",rule,8,Virus detected,clam_av_rules.xml
52503,"clamd,freshclam",rule,10,Clamd error,clam_av_rules.xml
52504,"clamd,freshclam",rule,7,Clamd warning,clam_av_rules.xml
52505,"clamd,freshclam",rule,3,Clamd restarted,clam_av_rules.xml
52506,"clamd,freshclam",rule,3,Clamd database updated,clam_av_rules.xml
52507,"clamd,freshclam",rule,3,ClamAV database update,clam_av_rules.xml
52508,"clamd,freshclam",rule,3,ClamAV database updated,clam_av_rules.xml
52509,"clamd,freshclam",rule,0,Could not download the incremental virus definition updates.,clam_av_rules.xml
53000,"syslog,dhcpd",rule,0,dhcpd grouping.,openbsd-dhcpd_rules.xml
53001,"syslog,dhcpd",rule,1,Normal dhcp.,openbsd-dhcpd_rules.xml
53003,"syslog,dhcpd",rule,5,A host issued a release but is responding to pings.,openbsd-dhcpd_rules.xml
53004,"syslog,dhcpd",rule,1,Configuration errors.,openbsd-dhcpd_rules.xml
53005,"syslog,dhcpd",rule,3,dhcpd is exiting.,openbsd-dhcpd_rules.xml
53006,"syslog,dhcpd",rule,1,dhcpd cannot listen to an interface.,openbsd-dhcpd_rules.xml
53007,"syslog,dhcpd",rule,1,dhcpd is not configured to listen to an interface.,openbsd-dhcpd_rules.xml
53008,"syslog,dhcpd",rule,1,dhcpd has been started.,openbsd-dhcpd_rules.xml
53009,"syslog,dhcpd",rule,0,Message with address range.,openbsd-dhcpd_rules.xml
53010,"syslog,dhcpd",rule,2,Defined address range is not on the configured network.,openbsd-dhcpd_rules.xml
53011,"syslog,dhcpd",rule,7,DHCP server has run out of leases.,openbsd-dhcpd_rules.xml
53013,"syslog,dhcpd",rule,2,Multiple acks.,openbsd-dhcpd_rules.xml
53200,"syslog,dns,nsd",rule,0,NSD grouping.,nsd_rules.xml
53201,"syslog,dns,nsd",rule,1,Syntax error in nsd configuration.,nsd_rules.xml
53202,"syslog,dns,nsd",rule,1,Syntax error in nsd configuration.,nsd_rules.xml
53203,"syslog,dns,nsd",rule,0,nsd statistics,nsd_rules.xml
53204,"syslog,dns,nsd",rule,2,Cannot bind to a socket.,nsd_rules.xml
53205,"syslog,dns,nsd",rule,2,nsd is already running.,nsd_rules.xml
53206,"syslog,dns,nsd",rule,1,Notify is not implemented.,nsd_rules.xml
53207,"syslog,dns,nsd",rule,1,Zone file read with errors.,nsd_rules.xml
53208,"syslog,dns,nsd",rule,0,Error grouping.,nsd_rules.xml
53209,"syslog,dns,nsd",rule,1,Zone xfer not implemented.,nsd_rules.xml
53210,"syslog,dns,nsd",rule,1,tcp connection reset.,nsd_rules.xml
53211,"syslog,dns,nsd",rule,1,Attempted zone transfer not configured.,nsd_rules.xml
53212,"syslog,dns,nsd",rule,1,Server not authoritative for zone transfer.,nsd_rules.xml
53300,"syslog,owncloud",rule,0,ownCloud messages grouped.,owncloud_rules.xml
53301,"syslog,owncloud",rule,6,ownCloud authentication failed.,owncloud_rules.xml
53302,"syslog,owncloud",rule,10,ownCloud brute force (multiple failed logins).,owncloud_rules.xml
53303,"syslog,owncloud",rule,6,ownCloud possible malicious request.,owncloud_rules.xml
53304,"syslog,owncloud",rule,8,ownCloud FATAL message.,owncloud_rules.xml
53305,"syslog,owncloud",rule,4,ownCloud ERROR message.,owncloud_rules.xml
53306,"syslog,owncloud",rule,3,ownCloud WARN message.,owncloud_rules.xml
53307,"syslog,owncloud",rule,0,ownCloud INFO message.,owncloud_rules.xml
53308,"syslog,owncloud",rule,0,ownCloud DEBUG message.,owncloud_rules.xml
53400,"syslog,proxmox-ve",rule,0,pvedaemon messages grouped.,proxmox-ve_rules.xml
53401,"syslog,proxmox-ve",rule,6,Proxmox VE authentication failed.,proxmox-ve_rules.xml
53402,"syslog,proxmox-ve",rule,10,Proxmox VE brute force (multiple failed logins).,proxmox-ve_rules.xml
53403,"syslog,proxmox-ve",rule,3,Proxmox VE authentication succeeded.,proxmox-ve_rules.xml
53500,"syslog,smtpd",rule,0,OpenSMTPd grouping.,opensmtpd_rules.xml
53501,"syslog,smtpd",rule,3,Message failed.,opensmtpd_rules.xml
53502,"syslog,smtpd",rule,0,New session created.,opensmtpd_rules.xml
53503,"syslog,smtpd",rule,0,Session closed.,opensmtpd_rules.xml
53504,"syslog,smtpd",rule,0,Message accepted.,opensmtpd_rules.xml
53505,"syslog,smtpd",rule,0,Email delivered.,opensmtpd_rules.xml
53506,"syslog,smtpd",rule,2,SMTP command not supported.,opensmtpd_rules.xml
53507,"syslog,smtpd",rule,2,OpenSMTPd: no SSL,opensmtpd_rules.xml
53508,"syslog,smtpd",rule,5,Server TLS certificate verification failed.,opensmtpd_rules.xml
53551,"local,dns,dnsmasq",rule,0,dnsmasq grouping rule.,dnsmasq_rules.xml
53600,various,rule,0,Linux USB detection messages grouped,linux_usbdetect_rules.xml
53601,various,rule,8,A new USB device was found by the system,linux_usbdetect_rules.xml
53602,various,rule,8,New Low-Speed USB Device was connected.,linux_usbdetect_rules.xml
53603,various,rule,8,New High-Speed USB Device was connected,linux_usbdetect_rules.xml
53604,various,rule,3,USB device was disconnected,linux_usbdetect_rules.xml
53626,"windows,usb",rule,8,A new external device was recognized by the System,ms1016_usbdetect_rules.xml
53631,"windows,firewall",rule,3,Windows Firewall Service has started successfully,ms_firewall_rules.xml
53632,"windows,firewall",rule,8,Windows Firewall Service has been stopped,ms_firewall_rules.xml
53633,"windows,firewall",rule,4,Windows Firewall Service was unable to retrieve the security policy from the local storage. Windows Firewall will continue to enforce the current policy,ms_firewall_rules.xml
53634,"windows,firewall",rule,4,Windows Firewall was unable to parse the new security policy. Windows Firewall will continue to enforce the current policy,ms_firewall_rules.xml
53635,"windows,firewall",rule,4,The Windows Firewall service failed to initialize the driver. Windows Firewall will continue to enforce the current policy,ms_firewall_rules.xml
53636,"windows,firewall",rule,8,Windows Firewall Service failed to start,ms_firewall_rules.xml
53637,"windows,firewall",rule,2,Windows Firewall Service blocked an application from accepting incoming connections on the network,ms_firewall_rules.xml
53638,"windows,firewall",rule,2,Windows Firewall was unable to notify the user that it blocked an application from accepting incoming connections on the network,ms_firewall_rules.xml
53639,"windows,firewall",rule,3,Windows Firewall Driver started successfully,ms_firewall_rules.xml
53640,"windows,firewall",rule,8,Windows Firewall Driver was stopped,ms_firewall_rules.xml
53641,"windows,firewall",rule,8,Windows Firewall Driver failed to start,ms_firewall_rules.xml
53642,"windows,firewall",rule,8,"Windows Firewall Driver detected a critical runtime error, terminating",ms_firewall_rules.xml
53643,"windows,firewall",rule,8,A rule was added to Windows Firewall exception list,ms_firewall_rules.xml
53644,"windows,firewall",rule,8,A rule was modified from Windows Firewall exception list,ms_firewall_rules.xml
53645,"windows,firewall",rule,8,A rule was deleted from Windows Firewall exception list,ms_firewall_rules.xml
53646,"windows,firewall",rule,8,Windows Firewall settings were restored to the default values,ms_firewall_rules.xml
53647,"windows,firewall",rule,8,A Windows Firewall setting was changed,ms_firewall_rules.xml
53648,"windows,firewall",rule,8,Windows Firewall ignored a rule because its major version number is not recognized.,ms_firewall_rules.xml
53649,"windows,firewall",rule,8,Windows Firewall ignored parts of a rule because its minor version number is not recognized. Other parts of the rule will be enforced,ms_firewall_rules.xml
53650,"windows,firewall",rule,8,Windows Firewall ignored a rule because it could not be parsed,ms_firewall_rules.xml
53651,"windows,firewall",rule,8,"Group Policy settings for Windows Firewall were changed, and the new settings were applied",ms_firewall_rules.xml
53652,"windows,firewall",rule,8,Windows Firewall changed the active profile,ms_firewall_rules.xml
53653,"windows,firewall",rule,8,Windows Firewall did not apply some rules,ms_firewall_rules.xml
53654,"windows,firewall",rule,8,Windows Firewall did not apply some rules because the rule referred to items not configured on this computer,ms_firewall_rules.xml
53700,"syslog,psad",rule,0,PSAD group,psad_rules.xml
53701,"syslog,psad",rule,0,PSAD group scan detected,psad_rules.xml
53702,"syslog,psad",rule,0,PSAD group added iptables,psad_rules.xml
53711,"syslog,psad",rule,10,PSAD portscan,psad_rules.xml
53712,"syslog,psad",rule,10,PSAD auto-block,psad_rules.xml
53713,"syslog,psad",rule,3,PSAD level 3 warning,psad_rules.xml
53714,"syslog,psad",rule,10,many PSAD level 3 warnings from same source,psad_rules.xml
53715,"syslog,psad",rule,10,many PSAD level 3 warnings from same source (slow scan),psad_rules.xml
53716,"syslog,psad",rule,6,PSAD signature match,psad_rules.xml
53760,"syslog,unbound",rule,0,Unbound grouping.,unbound_rules.xml
53761,"syslog,unbound",rule,1,Notice grouping.,unbound_rules.xml
53762,"syslog,unbound",rule,1,Info grouping.,unbound_rules.xml
53770,"syslog,unbound",rule,2,Can't assign requested address.,unbound_rules.xml
53771,"syslog,unbound",rule,0,DNS A request.,unbound_rules.xml
53772,"syslog,unbound",rule,0,DNS AAAA request.,unbound_rules.xml
53773,"syslog,unbound",rule,7,Maybe critical URL requested,unbound_rules.xml
53801,kesl,rule,0,kesl messages grouped,kesl_rules.xml
53802,kesl,rule,8,An error occurred during an Update Task.,kesl_rules.xml
53803,kesl,rule,8,AVBasesAreOutOfDate (kesl Task: update),kesl_rules.xml
53804,kesl,rule,8,AVBasesAreTotallyOutOfDate (kesl Task: update),kesl_rules.xml
53805,kesl,rule,8,An Update Rollback Task has been started / stopped,kesl_rules.xml
53806,kesl,rule,8,An error occurred during AVBases Update Rollback Task,kesl_rules.xml
53807,kesl,rule,8,An update distribution (Retranslate) Task has been started / stopped,kesl_rules.xml
53808,kesl,rule,8,An error occurred during an update distribution (Retranslate) Task,kesl_rules.xml
53809,kesl,rule,3,A kesl Task has been started.,kesl_rules.xml
53810,kesl,rule,8,A kesl Task has been suspended.,kesl_rules.xml
53811,kesl,rule,8,A kesl Task has been stopped.,kesl_rules.xml
53812,kesl,rule,2,A kesl Task has been stopped.,kesl_rules.xml
53813,kesl,rule,8,Kesl detected a Threat (kesl Task: File_Monitoring),kesl_rules.xml
53814,kesl,rule,3,Threat Object was saved to Backup (kesl Task: File_Monitoring),kesl_rules.xml
53815,kesl,rule,3,Threat Object could not be disinfected (kesl Task: File_Monitoring),kesl_rules.xml
53816,kesl,rule,3,Threat Object was deleted (kesl Task: File_Monitoring),kesl_rules.xml
53817,kesl,rule,8,An error occurred during kesl scan,kesl_rules.xml
53826,"mhn,json",rule,8,Connection to Dionaea Honeypot identified,mhn_dionaea_rules.xml
53830,"mhn,json",rule,8,SSH login attempted on cowrie honeypot,mhn_cowrie_rules.xml
53831,"mhn,json",rule,8,SSH session established on cowrie honeypot,mhn_cowrie_rules.xml
53832,"mhn,json",rule,8,A command was attempted in SSH session on cowrie honeypot,mhn_cowrie_rules.xml
100001,various,rule,0,System.Object[],local_rules.xml
100020,various,rule,2,USERMOD messages grouped.,local_rules.xml
100021,various,rule,10,User account locked,local_rules.xml
100022,various,rule,8,User added to group.,local_rules.xml
100023,various,rule,8,User removed from group.,local_rules.xml
100030,various,rule,2,GPASSWD messages grouped.,local_rules.xml
100031,various,rule,8,User added to group.,local_rules.xml
100032,various,rule,8,User removed from group.,local_rules.xml
105903,various,rule,2,Group (or user) deleted from the system,local_rules.xml
